epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
EPIC 206432863,2MASS J22282534-0605119,EPIC 206432863.01,K2-76 b,337.105591,0.000000,22h28m25.34s,-6.086677,0.000000,-06d05m12.0s,FALSE POSITIVE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,Planet refuted by Shporer et al. 2017,0,3,,,,,,,,,5700.00,,,0,,,,,,,,,,0.96,,,0,,,,,13.008,,0,,,,,,,,,,,,,,,,,,,,,,11.854,0.023,0,11.506,0.026,0,11.484,0.023,0,11.433,0.023,0,11.453,0.022,0,11.422,0.252,0,8.465,,-1,,,,0.348,0.035,0,0.022,0.035,0,0.370,0.033,0,,,11.98968600,,,0,2456983.827000,,,0,0.740000,,,0,0.2425000,,,0,,,,,0.4700,,,0,,,,,0.08007,,,0,0.804,,,0,9.010,,,0,,,,,1
EPIC 206439513,2MASS J22312485-0558406,EPIC 206439513.01,,337.853516,0.000000,22h31m24.84s,-5.977968,0.000000,-05d58m40.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,6684.00,,,0,,,,,,,,,,1.84,,,0,,,,,11.437,,0,12.412,0.252,0,11.618,0.157,0,,,,,,,,,,,,,,,,10.888,0.026,0,10.678,0.026,0,10.621,0.021,0,10.578,0.024,0,10.600,0.020,0,10.649,0.111,0,8.784,,-1,0.794,0.297,0,0.210,0.037,0,0.057,0.033,0,0.267,0.033,0,,,18.40611800,,,0,2456992.866000,,,0,0.067300,,,0,0.5016667,,,0,,,,,0.3500,,,0,,,,,0.02417,,,0,0.464,,,0,5.200,,,0,,,,,1
EPIC 206535016,2MASS J22205766-0408219,EPIC 206535016.01,,335.240265,0.000000,22h20m57.66s,-4.139476,0.000000,-04d08m22.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,0,3,,,,,,,,,5399.00,,,0,,,,,,,,,,0.85,,,0,,,,,11.644,,0,12.849,0.020,0,11.835,0.130,0,,,,12.430,0.010,0,11.481,0.040,0,11.307,0.030,0,,,,10.494,0.023,0,10.087,0.022,0,10.019,0.019,0,9.967,0.022,0,10.003,0.020,0,10.057,0.076,0,8.265,,-1,1.014,0.132,0,0.407,0.032,0,0.068,0.029,0,0.475,0.030,0,,,20.39814700,,,0,2456996.368000,,,0,0.101000,,,0,0.0862500,,,0,,,,,0.9200,,,0,,,,,0.03633,,,0,0.261,,,0,2.930,,,0,,,,,1
EPIC 202064253,2MASS J06060100+2253303,EPIC 202064253.01,,91.504227,0.000000,06h06m01.01s,22.891760,0.000000,+22d53m30.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,6205.00,,,0,,,,,,,,,,1.29,,,0,,,,,12.300,,0,,,,,,,,,,,,,,,,,,,,,,11.360,0.021,0,11.217,0.021,0,11.148,0.018,0,11.065,0.024,0,11.076,0.021,0,11.428,0.206,0,8.883,,-1,,,,0.143,0.030,0,0.069,0.028,0,0.212,0.028,0,,,21.14057400,,,0,2456777.994000,,,0,5.010000,,,0,0.1929167,,,0,,,,,0.8300,,,0,,,,,0.24990,,,0,2.810,,,0,31.500,,,0,,,,,1
EPIC 202071635,2MASS J06141723+1837373,EPIC 202071635.01,,93.571808,0.000000,06h14m17.23s,18.627020,0.000000,+18d37m37.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,7254.00,,,0,,,,,,,,,,1.81,,,0,,,,,10.200,,0,,,,,,,,,,,,,,,,,,,,,,9.665,0.026,0,9.549,0.030,0,9.539,0.020,0,9.508,0.023,0,9.534,0.020,0,9.381,0.044,0,6.548,0.068,0,,,,0.116,0.040,0,0.010,0.036,0,0.126,0.033,0,,,6.27190920,,,0,2456775.430000,,,0,9.290000,,,0,0.2216667,,,0,,,,,0.8500,,,0,,,,,0.37330,,,0,5.353,,,0,60.000,,,0,,,,,1
EPIC 202072965,2MASS J06262389+2756442,EPIC 202072965.01,,96.599564,0.000000,06h26m23.90s,27.945601,0.000000,+27d56m44.2s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,6492.00,,,0,,,,,,,,,,1.59,,,0,,,,,10.300,,0,,,,,,,,,,,,,,,,,,,,,,9.558,0.020,0,9.406,0.022,0,9.331,0.021,0,9.300,0.024,0,9.312,0.020,0,9.260,0.039,0,8.781,0.463,0,,,,0.152,0.030,0,0.075,0.030,0,0.227,0.029,0,,,2.14175190,,,0,2456772.766000,,,0,24.800000,,,0,0.2887500,,,0,,,,,0.6900,,,0,,,,,0.55710,,,0,7.690,,,0,86.200,,,0,,,,,1
EPIC 202086291,2MASS J06174792+2536092,EPIC 202086291.01,,94.449677,0.000000,06h17m47.92s,25.602570,0.000000,+25d36m09.3s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,5568.00,,,0,,,,,,,,,,0.90,,,0,,,,,12.300,,0,,,,,,,,,,,,,,,,,,,,,,10.957,0.021,0,10.700,0.022,0,10.600,0.018,0,10.627,0.022,0,10.638,0.021,0,10.716,0.110,0,8.846,,-1,,,,0.257,0.030,0,0.100,0.028,0,0.357,0.028,0,,,2.43437340,,,0,2456774.131000,,,0,38.700000,,,0,0.3100000,,,0,,,,,0.5200,,,0,,,,,0.63930,,,0,5.478,,,0,61.400,,,0,,,,,1
EPIC 202092480,2MASS J06521254+2520207,EPIC 202092480.01,,103.052269,0.000000,06h52m12.54s,25.339090,0.000000,+25d20m20.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,,1,0,,,,,,,,,6045.00,,,0,,,,,,,,,,1.16,,,0,,,,,10.600,,0,,,,,,,,,,,,,,,,,,,,,,9.647,0.018,0,9.408,0.016,0,9.332,0.019,0,9.276,0.022,0,9.298,0.020,0,9.281,0.041,0,7.926,,-1,,,,0.239,0.024,0,0.076,0.025,0,0.315,0.026,0,,,2.84453310,,,0,2456772.339000,,,0,26.500000,,,0,0.2370833,,,0,,,,,0.6800,,,0,,,,,0.57680,,,0,5.826,,,0,65.300,,,0,,,,,1
EPIC 211491383,2MASS J08403726+1300527,EPIC 211491383.01,,130.155167,0.000000,08h40m37.24s,13.014676,0.000000,+13d00m52.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,1.28,,,0,,,,,11.785,,0,12.366,0.249,0,11.784,0.204,0,,,,11.618,0.050,0,11.840,0.880,0,11.254,0.080,0,,,,10.541,0.021,0,10.290,0.022,0,10.212,0.022,0,10.170,0.022,0,10.221,0.020,0,10.300,0.083,0,8.282,,-1,0.582,0.322,0,0.251,0.030,0,0.078,0.031,0,0.329,0.030,0,,,4.14493700,0.00080700,-0.00067300,0,2457141.599380,0.006087,-0.006016,0,,,,,0.1129000,0.0096000,-0.0087000,0,,,,,0.5000,0.3300,-0.3300,0,,,,,0.97000,0.13000,-0.07000,0,0.120,0.030,-0.020,0,1.400,0.300,-0.200,0,,,,,1
EPIC 211391664,2MASS J08255719+1130402,EPIC 211391664.01,K2-98 b,126.488289,0.000000,08h25m57.19s,11.511145,0.000000,+11d30m40.1s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,1.39,,,0,,,,,12.102,,0,12.646,0.030,0,12.166,0.030,0,,,,12.313,0.030,0,12.031,0.030,0,11.979,0.030,0,,,,11.124,0.021,0,10.905,0.025,0,10.869,0.028,0,10.823,0.023,0,10.856,0.020,0,10.678,0.108,0,8.258,,-1,0.480,0.042,0,0.219,0.033,0,0.036,0.038,0,0.255,0.035,0,,,10.13652700,0.00063700,-0.00068200,0,2457145.982310,0.002574,-0.002437,0,,,,,0.2071000,0.0046000,-0.0037000,0,,,,,0.3800,0.2900,-0.2600,0,,,,,2.95000,0.12000,-0.06000,0,0.400,0.050,-0.040,0,4.500,0.600,-0.500,0,,,,,1
EPIC 211736671,2MASS J08133165+1625107,EPIC 211736671.01,K2-108 b,123.381874,0.000000,08h13m31.65s,16.419609,0.000000,+16d25m10.6s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,1.77,,,0,,,,,12.160,,0,13.094,0.050,0,12.330,0.010,0,,,,12.684,0.030,0,12.096,0.020,0,11.936,0.030,0,,,,10.986,0.021,0,10.652,0.022,0,10.561,0.017,0,10.538,0.024,0,10.585,0.020,0,10.577,0.088,0,8.802,,-1,0.764,0.051,0,0.334,0.030,0,0.091,0.028,0,0.425,0.027,0,,,4.73400600,0.00022800,-0.00022300,0,2457145.096720,0.001725,-0.001805,0,,,,,0.1479000,0.0029000,-0.0025000,0,,,,,0.4100,0.3000,-0.2800,0,,,,,2.76000,0.18000,-0.07000,0,0.470,0.080,-0.060,0,5.300,0.900,-0.700,0,,,,,1
EPIC 211319617,2MASS J08255135+1014491,EPIC 211319617.01,K2-180 b,126.463936,0.000000,08h25m51.34s,10.246968,0.000000,+10d14m49.1s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,0.65,,,0,,,,,12.393,,0,13.334,0.010,0,12.601,0.020,0,,,,12.900,0.020,0,12.376,0.020,0,12.176,0.020,0,,,,11.146,0.023,0,10.747,0.026,0,10.677,0.026,0,10.619,0.023,0,10.667,0.023,0,10.599,0.099,0,8.927,,-1,0.733,0.022,0,0.399,0.035,0,0.070,0.037,0,0.469,0.035,0,,,8.86725900,0.00117000,-0.00159900,0,2457143.357970,0.019987,-0.011485,0,,,,,0.0125000,0.0492000,-0.0083000,0,,,,,0.6300,0.3800,-0.4300,0,,,,,6.15000,8.29000,-2.79000,0,0.390,0.530,-0.180,0,4.400,5.900,-2.000,0,,,,,1
EPIC 211342524,2MASS J08322368+1040380,EPIC 211342524.01,,128.098694,0.000000,08h32m23.69s,10.677239,0.000000,+10d40m38.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,1,5,,,,,,,,,,,,,,,,,,,,,,1.36,,,0,,,,,12.406,,0,13.052,0.050,0,12.422,0.020,0,,,,12.727,0.120,0,12.248,0.060,0,12.268,0.250,0,,,,11.330,0.023,0,11.039,0.025,0,10.977,0.021,0,10.931,0.023,0,10.966,0.021,0,10.790,0.143,0,8.425,,-1,0.630,0.054,0,0.291,0.034,0,0.062,0.033,0,0.353,0.031,0,,,14.44876700,0.00010100,-0.00010000,0,2457149.367730,0.000246,-0.000250,0,,,,,0.1562000,0.0008000,-0.0008000,0,,,,,0.9800,0.1400,-0.0700,0,,,,,29.69000,11.04000,-4.64000,0,3.940,1.560,-0.770,0,44.200,17.500,-8.600,0,,,,,1
EPIC 211351816,2MASS J08310308+1050513,EPIC 211351816.01,K2-97 b,127.762833,0.000000,08h31m03.08s,10.847586,0.000000,+10d50m51.3s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,4.79,,,0,,,,,12.409,,0,13.770,0.020,0,12.611,0.031,0,,,,13.161,0.031,0,12.223,0.040,0,12.087,0.230,0,,,,10.694,0.023,0,10.177,0.023,0,10.035,0.021,0,9.990,0.023,0,10.090,0.020,0,10.026,0.088,0,8.037,,-1,1.159,0.037,0,0.517,0.033,0,0.142,0.031,0,0.659,0.031,0,,,8.40695100,0.00203700,-0.00201300,0,2457142.048450,0.010024,-0.009717,0,,,,,0.2383000,0.0117000,-0.0113000,0,,,,,0.5200,0.3100,-0.3500,0,,,,,2.20000,0.35000,-0.16000,0,1.030,0.250,-0.160,0,11.500,2.800,-1.800,0,,,,,1
EPIC 211800191,2MASS J08513234+1719113,EPIC 211800191.01,,132.884781,0.000000,08h51m32.35s,17.319834,0.000000,+17d19m11.4s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,0.84,,,0,,,,,12.443,,0,13.126,0.040,0,12.619,0.060,0,,,,12.796,0.060,0,12.421,0.020,0,12.292,0.050,0,,,,11.369,0.021,0,11.036,0.020,0,10.995,0.020,0,10.938,0.022,0,10.957,0.020,0,10.882,0.112,0,8.857,,-1,0.507,0.072,0,0.333,0.029,0,0.041,0.028,0,0.374,0.029,0,,,1.10618200,0.00001100,-0.00001000,0,2457142.961240,0.000374,-0.000398,0,,,,,0.0000000,0.0221000,0.0000000,0,,,,,1.2500,0.3600,-0.2000,0,,,,,17.08000,24.11000,-11.25000,0,1.390,1.970,-0.920,0,15.600,22.100,-10.300,0,,,,,1
EPIC 211439059,2MASS J08475364+1213548,EPIC 211439059.01,,131.973526,0.000000,08h47m53.65s,12.231904,0.000000,+12d13m54.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.1831N target=ref>Nardiello et al. 2016</a>,,0,5,,,,,,,,,,,,,,,,,,,,,,0.82,,,0,,,,,13.075,,0,14.049,0.110,0,13.292,0.050,0,,,,13.773,0.330,0,12.986,0.020,0,12.776,0.020,0,,,,11.684,0.022,0,11.258,0.023,0,11.175,0.019,0,11.120,0.023,0,11.193,0.022,0,11.042,0.143,0,8.574,,-1,0.757,0.121,0,0.426,0.032,0,0.083,0.030,0,0.509,0.029,0,,,18.63417900,0.00522900,-0.00522900,0,2457183.798090,0.006405,-0.006405,0,0.031000,0.004000,-0.004000,0,,,,,89.750,0.100,-0.100,0,,,,,,,,,0.01660,0.00050,-0.00050,0,0.133,,,0,1.490,,,0,,,,,1
EPIC 211390903,2MASS J08490674+1129529,EPIC 211390903.01,,132.278091,0.000000,08h49m06.74s,11.498017,0.000000,+11d29m52.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.1831N target=ref>Nardiello et al. 2016</a>,,1,5,,,,,,,,,,,,,,,,,,,,,,0.71,,,0,,,,,12.970,,0,14.253,0.060,0,13.137,0.030,0,,,,13.851,0.420,0,12.780,0.030,0,12.593,0.350,0,,,,11.161,0.022,0,10.599,0.024,0,10.490,0.018,0,,,,,,,,,,,,,1.116,0.067,0,0.562,0.033,0,0.109,0.030,0,0.671,0.028,0,,,7.75759500,0.00082200,-0.00082200,0,2457147.806050,0.003955,-0.003955,0,0.075000,0.006000,-0.006000,0,,,,,89.170,0.280,-0.280,0,,,,,,,,,0.02510,0.00070,-0.00070,0,0.174,,,0,1.950,,,0,,,,,1
EPIC 202094740,2MASS J06415114+2705499,EPIC 202094740.01,,100.463120,0.000000,06h41m51.15s,27.097200,0.000000,+27d05m49.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,0,,,,,,,,,6481.00,,,0,4.00,,,0,0.000,,,0,[Fe/H],1.08,0.04,-0.04,0,,,,,11.500,,0,,,,,,,,,,,,,,,,,,,,,,10.660,0.026,0,10.464,0.030,0,10.421,0.019,0,10.396,0.023,0,10.426,0.021,0,10.507,0.113,0,8.274,,-1,,,,0.196,0.040,0,0.043,0.036,0,0.239,0.032,0,,,0.68964700,0.00052000,-0.00052000,0,2456775.197530,0.001000,-0.001000,0,,,,,,,,,78.000,8.200,-11.100,0,,,,,3.100000,0.700000,-0.900000,0,0.05580,0.00500,-0.00300,0,0.587,0.059,-0.059,0,6.580,0.660,-0.660,0,,,,,1
EPIC 201264302,2MASS J11182349-0259301,EPIC 201264302.01,,169.598007,0.000000,11h18m23.52s,-2.991577,0.000000,-02d59m29.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,1,,,,,,,,,3299.00,,,0,5.11,,,0,0.155,,,0,[Fe/H],0.26,0.05,-0.05,0,,,,,13.879,,0,16.351,0.020,0,14.898,0.030,0,,,,15.598,0.030,0,14.384,0.040,0,13.143,0.010,0,,,,11.147,0.022,0,10.590,0.022,0,10.357,0.021,0,,,,,,,,,,,,,1.453,0.036,0,0.557,0.031,0,0.233,0.030,0,0.790,0.030,0,,,0.21219400,0.00002600,-0.00002600,0,2456812.400150,0.000640,-0.000630,0,,,,,,,,,83.300,4.800,-8.900,0,,,,,3.600000,0.900000,-0.800000,0,0.02710,0.00400,-0.00200,0,0.069,0.016,-0.016,0,0.770,0.180,-0.180,0,,,,,1
EPIC 201606542,2MASS J11211485+0208398,EPIC 201606542.01,,170.311874,0.000000,11h21m14.85s,2.144426,0.000000,+02d08m39.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,1,,,,,,,,,5540.00,,,0,4.81,,,0,0.030,,,0,[Fe/H],0.82,0.05,-0.05,0,,,,,11.923,,0,13.001,0.020,0,12.164,0.040,0,,,,12.534,0.020,0,11.893,0.010,0,11.661,0.030,0,,,,10.676,0.023,0,10.290,0.021,0,10.191,0.021,0,10.136,0.023,0,10.184,0.020,0,10.047,0.065,0,8.569,,-1,0.837,0.045,0,0.386,0.031,0,0.099,0.030,0,0.485,0.031,0,,,0.44437200,0.00004200,-0.00004200,0,2456817.744450,0.001000,-0.001090,0,,,,,,,,,86.900,2.300,-6.900,0,,,,,8.300000,5.500000,-3.800000,0,0.01360,0.00200,-0.00200,0,0.109,0.021,-0.021,0,1.220,0.230,-0.230,0,,,,,1
EPIC 201637175,2MASS J11175587+0237086,EPIC 201637175.01,K2-22 b,169.482819,0.000000,11h17m55.88s,2.619070,0.000000,+02d37m08.7s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,0,1,,,,,,,,,3830.00,,,0,4.65,,,0,0.030,,,0,[Fe/H],0.54,0.07,-0.07,0,,,,,14.928,,0,17.042,0.090,0,15.597,0.050,0,,,,16.401,0.040,0,15.020,0.040,0,14.296,0.080,0,,,,12.726,0.024,0,12.088,0.030,0,11.924,0.026,0,11.723,0.022,0,11.703,0.022,0,11.802,0.284,0,9.028,,-1,1.445,0.103,0,0.638,0.038,0,0.164,0.040,0,0.802,0.035,0,,,0.38108700,0.00004100,-0.00004100,0,2456867.139460,0.000310,-0.000320,0,,,,,,,,,83.000,5.000,-13.600,0,,,,,4.200000,0.600000,-1.700000,0,0.07310,0.01400,-0.00400,0,0.385,0.087,-0.087,0,4.310,0.980,-0.980,0,,,,,1
EPIC 201650711,2MASS J11281055+0249370,EPIC 201650711.01,,172.044052,0.000000,11h28m10.57s,2.826891,0.000000,+02d49m36.8s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,1,,,,,,,,,4340.00,,,0,4.25,,,0,-0.810,,,0,[Fe/H],0.69,0.05,-0.05,0,,,,,12.254,,0,14.215,0.020,0,12.814,0.030,0,,,,13.612,0.020,0,12.248,0.050,0,11.672,0.210,0,,,,10.188,0.029,0,9.581,0.038,0,9.309,0.024,0,9.157,0.021,0,9.163,0.021,0,9.065,0.036,0,8.365,0.352,0,1.401,0.036,0,0.607,0.048,0,0.272,0.045,0,0.879,0.038,0,,,0.25966900,0.00004100,-0.00004100,0,2456885.225820,0.001260,-0.001170,0,,,,,,,,,82.100,5.700,-10.300,0,,,,,3.100000,1.300000,-0.800000,0,0.01020,0.00200,-0.00100,0,0.069,0.012,-0.012,0,0.770,0.140,-0.140,0,,,,,1
EPIC 203533312,2MASS J16154928-2549065,EPIC 203533312.01,,243.955383,0.000000,16h15m49.29s,-25.818472,0.000000,-25d49m06.5s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,2,,,,,,,,,6620.00,,,0,4.19,,,0,0.090,,,0,[Fe/H],1.15,0.08,-0.08,0,,,,,12.160,,0,13.357,0.042,0,12.536,0.020,0,,,,12.960,0.031,0,12.273,0.040,0,11.817,0.010,0,,,,10.367,0.024,0,10.034,0.023,0,9.847,0.024,0,9.731,0.023,0,9.709,0.021,0,9.734,0.057,0,8.587,0.394,0,0.821,0.047,0,0.333,0.033,0,0.187,0.033,0,0.520,0.034,0,,,0.17566000,0.00018300,-0.00018300,0,2456933.986490,0.000380,-0.000380,0,,,,,,,,,76.600,9.400,-11.200,0,,,,,1.700000,0.100000,-0.200000,0,0.02480,0.00100,-0.00100,0,0.277,0.021,-0.021,0,3.110,0.240,-0.240,0,,,,,1
EPIC 205152172,2MASS J16204320-1908388,EPIC 205152172.01,,245.180008,0.000000,16h20m43.20s,-19.144140,0.000000,-19d08m38.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,0,2,,,,,,,,,4202.00,,,0,4.76,,,0,-0.040,,,0,[Fe/H],0.66,0.10,-0.10,0,,,,,13.486,,0,15.273,0.060,0,14.121,0.036,0,,,,14.725,0.038,0,13.525,0.043,0,12.955,0.063,0,,,,11.369,0.023,0,10.702,0.022,0,10.524,0.019,0,10.437,0.022,0,10.498,0.021,0,10.649,0.111,0,8.412,,-1,1.152,0.070,0,0.667,0.032,0,0.178,0.029,0,0.845,0.030,0,,,0.98041400,0.00009600,-0.00009600,0,2456959.309150,0.001400,-0.001400,0,,,,,,,,,83.700,4.700,-8.800,0,,,,,5.300000,1.100000,-1.900000,0,0.02190,0.00400,-0.00200,0,0.141,0.032,-0.032,0,1.580,0.360,-0.360,0,,,,,1
EPIC 206103150,2MASS J22044873-1201079,EPIC 206103150.03,WASP-47 e,331.203033,0.000000,22h04m48.73s,-12.018893,0.000000,-12d01m08.0s,CONFIRMED,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,0,3,,,,,,,,,5565.00,,,0,4.29,,,0,0.430,,,0,[Fe/H],1.15,0.04,-0.04,0,,,,,11.762,,0,12.721,0.041,0,11.986,0.010,0,,,,12.216,0.040,0,11.767,0.070,0,11.567,0.040,0,,,,10.613,0.022,0,10.310,0.021,0,10.192,0.026,0,10.165,0.023,0,10.236,0.019,0,10.172,0.081,0,8.745,,-1,0.735,0.042,0,0.303,0.030,0,0.118,0.033,0,0.421,0.034,0,,,0.78969300,0.00008200,-0.00008200,0,2457042.146600,0.001590,-0.001620,0,,,,,,,,,81.800,5.900,-7.700,0,,,,,3.000000,0.300000,-0.500000,0,0.01430,0.00100,-0.00100,0,0.160,0.012,-0.012,0,1.790,0.130,-0.130,0,,,,,1
EPIC 206151047,2MASS J22145160-1046090,EPIC 206151047.01,,333.714996,0.000000,22h14m51.60s,-10.769168,0.000000,-10d46m09.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,,1,3,,,,,,,,,5928.00,,,0,4.25,,,0,-0.169,,,0,[Fe/H],0.89,0.06,-0.06,0,,,,,13.432,,0,14.186,0.040,0,13.569,0.030,0,,,,13.860,0.040,0,13.409,0.043,0,13.248,0.010,0,,,,12.443,0.024,0,12.122,0.030,0,12.088,0.025,0,11.999,0.024,0,12.013,0.022,0,12.095,0.326,0,8.769,,-1,0.617,0.050,0,0.321,0.038,0,0.034,0.039,0,0.355,0.035,0,,,0.35837800,0.00006000,-0.00006000,0,2456983.066340,0.000710,-0.000930,0,,,,,,,,,85.400,3.300,-5.500,0,,,,,4.900000,1.000000,-1.000000,0,0.01700,0.00200,-0.00100,0,0.147,0.016,-0.016,0,1.650,0.180,-0.180,0,,,,,1
